size_bytes,size_kb,size_mb,elements,cycles_per_iteration
54272,53,0.0517578,13568,16.3817
55296,54,0.0527344,13824,15.9166
56320,55,0.0537109,14080,16.2502
57344,56,0.0546875,14336,16.338
58368,57,0.0556641,14592,15.7508
59392,58,0.0566406,14848,15.7514
60416,59,0.0576172,15104,16.2588
61440,60,0.0585938,15360,16.3938
62464,61,0.0595703,15616,16.4802
63488,62,0.0605469,15872,16.4826
64512,63,0.0615234,16128,16.4796
65536,64,0.0625,16384,16.3979
66560,65,0.0634766,16640,16.4506
67584,66,0.0644531,16896,16.5475
68608,67,0.0654297,17152,16.476
69632,68,0.0664062,17408,16.7228
70656,69,0.0673828,17664,16.5973
71680,70,0.0683594,17920,16.0026
72704,71,0.0693359,18176,16.6904
73728,72,0.0703125,18432,16.6406
74752,73,0.0712891,18688,16.6611
75776,74,0.0722656,18944,16.7106
76800,75,0.0732422,19200,15.8294
77824,76,0.0742188,19456,16.6753
78848,77,0.0751953,19712,16.2232
79872,78,0.0761719,19968,16.9498
80896,79,0.0771484,20224,16.7416
81920,80,0.078125,20480,16.5659
82944,81,0.0791016,20736,16.5667
83968,82,0.0800781,20992,16.4794
84992,83,0.0810547,21248,16.7685
86016,84,0.0820312,21504,16.6589
87040,85,0.0830078,21760,16.6605
88064,86,0.0839844,22016,16.0664
89088,87,0.0849609,22272,16.7254
90112,88,0.0859375,22528,16.8713
91136,89,0.0869141,22784,27.0618
92160,90,0.0878906,23040,16.8809
93184,91,0.0888672,23296,16.8393
94208,92,0.0898438,23552,17.5327
95232,93,0.0908203,23808,16.6831
96256,94,0.0917969,24064,16.6807
97280,95,0.0927734,24320,16.9171
98304,96,0.09375,24576,16.7776
99328,97,0.0947266,24832,16.1596
100352,98,0.0957031,25088,16.826
101376,99,0.0966797,25344,16.617
102400,100,0.0976562,25600,16.7448
103424,101,0.0986328,25856,16.7337
104448,102,0.0996094,26112,16.1711
105472,103,0.100586,26368,16.7871
106496,104,0.101562,26624,16.8211
107520,105,0.102539,26880,16.9936
108544,106,0.103516,27136,16.8634
109568,107,0.104492,27392,16.957
110592,108,0.105469,27648,16.3474
111616,109,0.106445,27904,16.8308
112640,110,0.107422,28160,16.7908
113664,111,0.108398,28416,16.7273
114688,112,0.109375,28672,16.4849
115712,113,0.110352,28928,16.7671
116736,114,0.111328,29184,16.9413
117760,115,0.112305,29440,16.886
118784,116,0.113281,29696,16.9938
119808,117,0.114258,29952,16.9275
120832,118,0.115234,30208,16.9691
121856,119,0.116211,30464,16.8223
122880,120,0.117188,30720,16.8011
123904,121,0.118164,30976,16.6761
124928,122,0.119141,31232,21.9185
125952,123,0.120117,31488,16.8624
126976,124,0.121094,31744,16.8673
128000,125,0.12207,32000,17.0186
129024,126,0.123047,32256,17.0022
130048,127,0.124023,32512,17.023
131072,128,0.125,32768,17.1617
132096,129,0.125977,33024,16.8659
133120,130,0.126953,33280,16.7297
134144,131,0.12793,33536,16.5507
135168,132,0.128906,33792,16.8287
136192,133,0.129883,34048,16.7994
137216,134,0.130859,34304,16.6051
138240,135,0.131836,34560,18.0598
139264,136,0.132812,34816,16.8475
140288,137,0.133789,35072,16.3408
141312,138,0.134766,35328,16.7677
142336,139,0.135742,35584,16.8029
143360,140,0.136719,35840,16.3314
144384,141,0.137695,36096,16.804
145408,142,0.138672,36352,16.6443
146432,143,0.139648,36608,16.7593
147456,144,0.140625,36864,16.8284
148480,145,0.141602,37120,16.6335
149504,146,0.142578,37376,16.752
150528,147,0.143555,37632,16.4301
151552,148,0.144531,37888,16.5415
152576,149,0.145508,38144,16.7709
153600,150,0.146484,38400,16.8282
154624,151,0.147461,38656,16.6423
155648,152,0.148438,38912,16.6963
156672,153,0.149414,39168,16.6355
157696,154,0.150391,39424,16.5144
158720,155,0.151367,39680,24.8876
159744,156,0.152344,39936,16.7678
160768,157,0.15332,40192,16.7819
161792,158,0.154297,40448,16.7342
162816,159,0.155273,40704,16.6395
163840,160,0.15625,40960,16.7045
164864,161,0.157227,41216,16.7197
165888,162,0.158203,41472,16.2992
166912,163,0.15918,41728,16.734
167936,164,0.160156,41984,16.7661
168960,165,0.161133,42240,16.58
169984,166,0.162109,42496,16.5318
171008,167,0.163086,42752,16.7375
172032,168,0.164062,43008,16.6629
173056,169,0.165039,43264,16.6677
174080,170,0.166016,43520,16.5943
175104,171,0.166992,43776,16.6053
176128,172,0.167969,44032,16.4229
177152,173,0.168945,44288,16.7153
178176,174,0.169922,44544,16.7641
179200,175,0.170898,44800,16.8036
180224,176,0.171875,45056,16.8503
181248,177,0.172852,45312,16.7532
182272,178,0.173828,45568,16.5213
183296,179,0.174805,45824,16.8175
184320,180,0.175781,46080,16.6457
